"rank"	"DPName"	"dpID"	"dpIDSource"	"DPNumber"	"table"	"tableDescription"	"fieldName"	"description"	"dataType"	"units"	"measurementScale"	"ontologyMapping"	"pubFormat"	"exampleEntry"	"usage"	"fieldType"	"tableType"	"inputs"	"ingestDPIDSource"	"ingestTableSource"	"ingestFieldSource"	"inputFieldParameter"	"filterSampleClass"	"timeIndex"	"timeDescription"	"downloadPkg"	"dataCategory"	"sampleInfo"	"lovName"	"primaryKey"	"redactionFlag"
18	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"subplotID"	"Identifier for the NEON subplot"	"string"	NA	"nominal"	""	"LOV"	"31"	"both"	"DP"	"site-date"	"subplotID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"vst.subplot"	"Y"	""
19	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"sampleType"	"Type of sample"	"string"	NA	"nominal"	""	"LOV"	"Woody individual"	"both"	"DP"	"site-date"	"sampleType"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.sampleType"	"N"	""
20	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"samplingMethod"	"Name or code for the method used to collect or test a sample"	"string"	NA	"nominal"	""	"LOV"	"line launcher"	"both"	"DP"	"site-date"	"samplingMethod"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.samplingMethod"	"N"	""
21	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"sampleID"	"Identifier for sample"	"string"	NA	"textDomain"	""	"obfuscate"	"cfc.GRSM001.LITU-1.20200705"	"both"	"DP"	"site-date"	"primarySampleTag"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.sampleID"	""	0	NA	"basic"	"Y"	"Equals: cfc_fieldData_in.sampleID"	""	"Y"	""
22	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"sampleCode"	"Barcode of a sample"	"string"	NA	"textDomain"	""	"asIs"	"11FF079DB589"	"both"	"DP"	"site-date"	"primarySampleBarcode"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.sampleID"	""	0	NA	"basic"	"N"	""	""	"Y"	""
23	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"sampleCondition"	"Condition of a sample"	"string"	NA	"nominal"	""	"LOV"	"OK"	"both"	"DP"	"site-date"	"sampleCondition"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.sampleCondition"	"N"	""
24	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"chlorophyllSampleID"	"Identifier for a chlorophyll sample"	"string"	NA	"textDomain"	""	"obfuscate"	"cfc.GRSM001.LITU-1.20200705.chl"	"both"	"DP"	"site-date"	"childSampleTag"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.chlorophyllSampleID"	""	0	NA	"basic"	"Y"	"Equals: cfc_fieldData_in.chlorophyllSampleID"	""	"N"	""
25	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"chlorophyllSampleCode"	"Barcode of a chlorophyll sample"	"string"	NA	"textDomain"	""	"asIs"	"11FF079DB590"	"both"	"DP"	"site-date"	"childSampleBarcode"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.chlorophyllSampleID"	""	0	NA	"basic"	"N"	""	""	"N"	""
26	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"chlorophyllSampleCondition"	"Condition of a chlorophyll sample"	"string"	NA	"textDomain"	""	"LOV"	"OK"	"both"	"DP"	"site-date"	"chlorophyllSampleCondition"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.chlFieldSampleCondition"	"N"	""
27	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"clipCellNumber"	"A numeric identifier for the clip-harvest cell in which herbaceous biomass was sampled"	"unsigned integer"	NA	"ratio"	""	"integer"	"281"	"both"	"DP"	"site-date"	"clipCellNumber"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
28	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"clipID"	"Unique identifier for the clip-harvest location within the plot"	"string"	NA	"textDomain"	""	"asIs"	"WOOD_001_281"	"both"	"DP"	"site-date"	"clipID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
29	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"clipLength"	"The length of the clip-harvest area in meters"	"real"	"meter"	"ratio"	""	"*.#(round)"	"2"	"both"	"DP"	"site-date"	"clipLength"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
30	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"clipWidth"	"The width of the clip-harvest area in meters"	"real"	"meter"	"ratio"	""	"*.#(round)"	"0.1"	"both"	"DP"	"site-date"	"clipWidth"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
31	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"percentCoverClip"	"Ocular estimate of percent cover of all vegetation in the clip strip"	"real"	"percent"	"ratio"	""	"integer"	"100"	"both"	"DP"	"site-date"	"percentCoverClip"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
32	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"toxicodendronPossible"	"Indicator for whether a sample may contain Toxicodendron spp"	"string"	NA	"textDomain"	""	"LOV"	"N"	"both"	"DP"	"site-date"	"toxicodendronPossible"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.toxicodendron"	"N"	""
33	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"vstTag"	"Indicator for whether a tagID is associated with vegetation structure measurements"	"string"	NA	"nominal"	""	"LOV"	"Yes"	"both"	"DP"	"site-date"	"vstTag"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.vstTag"	"N"	""
34	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"tagID"	"Domain-level unique identifier of tag used to mark the individual"	"string"	NA	"textDomain"	""	"asIs"	"2442"	"both"	"DP"	"site-date"	"tagID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
35	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"individualID"	"Domain-level unique identifier for an individual: NEON.MOD.D##.######"	"string"	NA	"textDomain"	""	"asIs"	"NEON.VST.D07.2442"	"both"	"DP"	"site-date"	"parentSampleTag"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"SAMPLE_TABLE"	"taggedPlant"	""	0	NA	"basic"	"N"	"Equals: taggedPlant"	""	"N"	""
36	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"individualCode"	"Barcode of an individual"	"string"	NA	"textDomain"	""	"asIs"	"11FF079DB590"	"both"	"DP"	"site-date"	"parentSampleBarcode"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"SAMPLE_TABLE"	"taggedPlant"	""	0	NA	"none"	"N"	""	""	"N"	""
37	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"taxonID"	"Species code, based on one or more sources"	"string"	NA	"nominal"	""	"asIs"	"LITU"	"both"	"DP"	"site-date"	"acceptedTaxonID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"NEON_TAXONOMY"	"PLANT"	""	0	NA	"basic"	"N"	""	""	"N"	""
38	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"scientificName"	"Scientific name, associated with the taxonID. This is the name of the lowest level taxonomic rank that can be determined"	"string"	NA	"nominal"	""	"asIs"	"Liriodendron tulipifera"	"both"	"DP"	"site-date"	"scientificName"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"NEON_TAXONOMY"	"PLANT"	""	0	NA	"basic"	"N"	""	""	"N"	""
39	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"plantStatus"	"Physical status of individual: live, dead, lost"	"string"	NA	"nominal"	""	"LOV"	"OK"	"both"	"DP"	"site-date"	"plantStatus"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.plantStatus"	"N"	""
40	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"canopyPosition"	"Vertical status of an individual relative to its neighbors"	"string"	NA	"nominal"	""	"LOV"	"full sun"	"both"	"DP"	"site-date"	"canopyPosition"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"vst.canopyPosition"	"N"	""
41	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"canopyStatus"	"Canopy status of an individual relative to its neighbors"	"string"	NA	"nominal"	""	"LOV"	"true canopy"	"both"	"DP"	"site-date"	"canopyStatus"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	"cfc.canopyStatus"	"N"	""
42	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"subsample1Height"	"Vertical distance from ground to height of first canopy subsample"	"real"	"meter"	"ratio"	""	"*.#(round)"	"24.8"	"both"	"DP"	"site-date"	"subsample1Height"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
43	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"subsample2Height"	"Vertical distance from ground to height of second canopy subsample"	"real"	"meter"	"ratio"	""	"*.#(round)"	"23.8"	"both"	"DP"	"site-date"	"subsample2Height"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
44	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"subsample3Height"	"Vertical distance from ground to height of third canopy subsample"	"real"	"meter"	"ratio"	""	"*.#(round)"	"20.7"	"both"	"DP"	"site-date"	"subsample3Height"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
45	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"crownPolygonID"	"Identifier for a crown polygon"	"string"	NA	"textDomain"	""	"asIs"	"GRSM.02442.2020"	"both"	"DP"	"site-date"	"crownPolygonID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
46	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"crownPolygonConfidence"	"Field assessment of confidence level in a crown polygon"	"string"	NA	"nominal"	""	"asIs"	"high"	"both"	"DP"	"site-date"	"crownPolygonConfidence"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
47	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"shapefileID"	"Identifier for the shapefile that contains the crown polygon"	"string"	NA	"textDomain"	""	"asIs"	"GRSM-2020-polygons"	"both"	"DP"	"site-date"	"shapefileID"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"Y"	""	""	"N"	""
48	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"collectedBy"	"An identifier for the technician who collected the sample or specimen"	"string"	NA	"textDomain"	""	"asIs"	"personA@battelleecology.org"	"both"	"DP"	"site-date"	"collectedBy"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
49	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"recordedBy"	"An identifier for the technician who recorded the data"	"string"	NA	"textDomain"	""	"asIs"	"personB@battelleecology.org"	"both"	"DP"	"site-date"	"recordedBy"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
50	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"remarks"	"Technician notes; free text comments accompanying the record"	"string"	NA	"textDomain"	""	"asIs"	"only collected leaves from one branch"	"both"	"DP"	"site-date"	"remarks"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
51	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_fieldData_pub"	"Field collection of foliar samples"	"dataQF"	"Data quality flag"	"string"	NA	"nominal"	""	"asIs"	"legacyData"	"both"	"DP"	"site-date"	"dataQF"	"NEON.DOM.SITE.DP0.10026.001"	"cfc_fieldData_in"	"DP_TABLE"	""	""	0	NA	"basic"	"N"	""	""	"N"	""
1	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"uid"	"Unique ID within NEON database; an identifier for the record"	"string"	NA	"textDomain"	""	"asIs"	"B0F07806AEB2458B"	"both"	"uid"	"site-date"	""	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"GENERATED"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
2	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"namedLocation"	"Name of the measurement location in the NEON database"	"string"	NA	"nominal"	""	"asIs"	"GRSM_001.basePlot.cfc"	"both"	"DP"	"site-date"	"namedLocationName"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"ACTIVITY_TABLE"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
3	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"domainID"	"Unique identifier of the NEON domain"	"string"	NA	"nominal"	""	"asIs"	"D07"	"both"	"DP"	"site-date"	"DOMAIN"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"NAMED_LOCATION"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
4	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"siteID"	"NEON site code"	"string"	NA	"nominal"	""	"asIs"	"GRSM"	"both"	"DP"	"site-date"	"SITE"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"NAMED_LOCATION"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
5	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"plotID"	"Plot identifier (NEON site code_XXX)"	"string"	NA	"nominal"	""	"asIs"	"GRSM_001"	"both"	"DP"	"site-date"	"Plot ID"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"NAMED_LOCATION"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
6	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"plotType"	"NEON plot type in which sampling occurred: tower, distributed or gradient"	"string"	NA	"nominal"	""	"asIs"	"distributed"	"both"	"DP"	"site-date"	"Plot type"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"NAMED_LOCATION"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
7	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"sampleID"	"Identifier for sample"	"string"	NA	"textDomain"	""	"obfuscate"	"cfc.GRSM001.LITU-1.20200705"	"both"	"DP"	"site-date"	"parentSampleTag"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.sampleID"	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	"Equals: cfc_fieldData_in.sampleID"	""	"N"	""
8	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"sampleCode"	"Barcode of a sample"	"string"	NA	"textDomain"	""	"asIs"	"456PDK29WN"	"both"	"DP"	"site-date"	"parentSampleBarcode"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"SAMPLE_TABLE"	"cfc_fieldData_in.sampleID"	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
9	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"ligninSampleID"	"Identifier for a lignin sample"	"string"	NA	"textDomain"	""	"obfuscate"	"cfc.GRSM001.LITU-1.20200705.lig"	"both"	"DP"	"site-date"	"primarySampleTag"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"SAMPLE_TABLE"	"cfc_chemistrySubsampling_in.ligninSampleID"	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	"Equals: cfc_chemistrySubsampling_in.ligninSampleID"	""	"Y"	""
10	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"ligninSampleBarcode"	"Barcode for a lignin sample"	"string"	NA	"textDomain"	""	"asIs"	"456PDK29WM"	"both"	"DP"	"site-date"	"primarySampleBarcode"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"SAMPLE_TABLE"	"cfc_chemistrySubsampling_in.ligninSampleID"	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"Y"	""
11	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"setDate"	"Date that trap was set"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd'T'HH:mm'Z'(floor)"	"2020-07-05T12:24"	"both"	"resultStartDate"	"site-date"	"activityStartDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"ACTIVITY_TABLE"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"none"	"N"	""	""	"N"	""
12	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"collectDate"	"Date of the collection event"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd'T'HH:mm'Z'(floor)"	"2020-07-05T12:24"	"both"	"resultEndDate"	"site-date"	"activityEndDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"ACTIVITY_TABLE"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
13	"Plant foliar physical and chemical properties"	"NEON.DOM.SITE.DP1.10026.001"	"NEON.DOM.SITE.DP1.10026.001"	NA	"cfc_lignin_pub"	"External lab analysis of lignin concentrations in foliage"	"analysisDate"	"Date that the sample was analyzed"	"dateTime"	NA	"dateTime"	""	"yyyy-MM-dd(floor)"	"20170305"	"both"	"DP"	"site-date"	"analysisDate"	"NEON.DOM.SITE.DP0.10031.001"	"ltr_lignin_in"	"DP_TABLE"	""	"cfc_chemistrySubsampling_in.ligninSampleID"	0	NA	"basic"	"N"	""	""	"N"	""
